target_id	length	eff_length	est_counts	tpm
lcl|AM181176.4_cds_CAY46321.1_36	1227	1027.61	578	32.3791
lcl|AM181176.4_cds_CAY46322.1_37	897	697.61	152	12.5428
lcl|AM181176.4_cds_CAY46323.1_38	327	141.492	568	231.089
lcl|AM181176.4_cds_CAY46324.1_39	216	60.7734	197	186.603
lcl|AM181176.4_cds_CAY46325.1_40	228	68.0494	443	374.752
lcl|AM181176.4_cds_CAY46326.1_41	1002	802.61	791	56.7331
lcl|AM181176.4_cds_CAY46327.1_42	432	236.153	464	113.107
lcl|AM181176.4_cds_CAY46328.1_43	240	75.6195	239	181.94
lcl|AM181176.4_cds_CAY46329.1_44	423	227.747	393	99.3354
lcl|AM181176.4_cds_CAY46330.1_45	1044	844.61	389	26.513
lcl|AM181176.4_cds_CAY46331.1_46	660	460.679	589	73.6006
lcl|AM181176.4_cds_CAY46332.1_47	543	344.465	593	99.1001
lcl|AM181176.4_cds_CAY46333.1_48	2061	1861.61	4295	132.813
lcl|AM181176.4_cds_CAY46334.1_49	276	100.861	175	99.8803
lcl|AM181176.4_cds_CAY46335.1_50	666	466.664	133	16.4064
lcl|AM181176.4_cds_CAY46336.1_51	753	553.63	462	48.0383
lcl|AM181176.4_cds_CAY46337.1_52	1785	1585.61	975	35.3975
lcl|AM181176.4_cds_CAY46338.1_53	1305	1105.61	679	35.3535
lcl|AM181176.4_cds_CAY46339.1_54	1059	859.61	114	7.63428
lcl|AM181176.4_cds_CAY46340.1_55	708	508.647	2977	336.92
lcl|AM181176.4_cds_CAY46341.1_56	1548	1348.61	1025	43.7525
lcl|AM181176.4_cds_CAY46342.1_57	648	448.694	551	70.6913
lcl|AM181176.4_cds_CAY46343.1_58	1128	928.61	159	9.85664
lcl|AM181176.4_cds_CAY46344.1_59	1587	1387.61	109	4.52193
lcl|AM181176.4_cds_CAY46345.1_60	561	362.275	45	7.15054
lcl|AM181176.4_cds_CAY46346.1_61	888	688.61	51	4.26346
lcl|AM181176.4_cds_CAY46347.1_62	204	53.9479	2	2.13413
lcl|AM181176.4_cds_CAY46348.1_63	765	565.63	18	1.83191
lcl|AM181176.4_cds_CAY46349.1_64	585	386.075	10	1.49105
lcl|AM181176.4_cds_CAY46350.1_65	1080	880.61	31	2.02648
lcl|AM181176.4_cds_CAY46351.1_66	900	700.61	51	4.19043
lcl|AM181176.4_cds_CAY46352.1_67	636	436.753	306	40.332
lcl|AM181176.4_cds_CAY46353.1_68	771	571.63	2219	223.464
lcl|AM181176.4_cds_CAY46354.1_69	675	475.664	624	75.5178
lcl|AM181176.4_cds_CAY46355.1_70	1008	808.61	1370	97.5318
lcl|AM181176.4_cds_CAY46356.1_71	2142	1942.61	845	25.0401
lcl|AM181176.4_cds_CAY46357.1_72	720	520.63	825	91.2199
lcl|AM181176.4_cds_CAY46358.1_73	789	589.63	344	33.5849
lcl|AM181176.4_cds_CAY46359.1_74	786	586.63	446	43.7659
lcl|AM181176.4_cds_CAY46360.1_75	483	285.536	336	67.7396
lcl|AM181176.4_cds_CAY46361.1_76	930	730.61	508	40.0261
lcl|AM181176.4_cds_CAY46362.1_77	954	754.61	1558	118.853
lcl|AM181176.4_cds_CAY46363.1_78	291	112.242	619	317.469
lcl|AM181176.4_cds_CAY46364.1_79	2790	2590.61	4226	93.9058
lcl|AM181176.4_cds_CAY46365.1_80	642	442.709	1644	213.771
lcl|AM181176.4_cds_CAY46366.1_81	303	121.886	2790	1317.7
lcl|AM181176.4_cds_CAY46367.1_82	627	427.782	5465	735.415
lcl|AM181176.4_cds_CAY46368.1_83	636	436.753	2903	382.627
lcl|AM181176.4_cds_CAY46369.1_84	879	679.61	1674	141.795
lcl|AM181176.4_cds_CAY46370.1_85	2055	1855.61	1506	46.72
lcl|AM181176.4_cds_CAY46371.1_86	813	613.61	553	51.8797
lcl|AM181176.4_cds_CAY46372.1_87	1788	1588.61	932	33.7725
lcl|AM181176.4_cds_CAY46373.1_88	1347	1147.61	1361	68.2698
lcl|AM181176.4_cds_CAY46374.1_89	285	107.65	478	255.61
lcl|AM181176.4_cds_CAY46375.1_90	165	34.7371	526	871.681
lcl|AM181176.4_cds_CAY46376.1_91	468	270.88	1396	296.67
lcl|AM181176.4_cds_CAY46377.1_92	1332	1132.61	4547	231.105
lcl|AM181176.4_cds_CAY46378.1_93	1230	1030.61	649	36.2506
lcl|AM181176.4_cds_CAY46379.1_94	612	412.838	177	24.6808
lcl|AM181176.4_cds_CAY46380.1_95	939	739.61	174	13.5429
lcl|AM181176.4_cds_CAY46381.1_96	804	604.63	90	8.56875
lcl|AM181176.4_cds_CAY46382.1_97	1149	949.61	306	18.5499
lcl|AM181176.4_cds_CAY46383.1_98	1032	832.61	334	23.0924
lcl|AM181176.4_cds_CAY46384.1_99	1383	1183.61	313	15.223
lcl|AM181176.4_cds_CAY46385.1_100	1659	1459.61	418	16.4856
lcl|AM181176.4_cds_CAY46386.1_101	768	568.63	2208	223.529
lcl|AM181176.4_cds_CAY46387.1_102	1308	1108.61	2776	144.147
lcl|AM181176.4_cds_CAY46388.1_103	1962	1762.61	1007	32.8881
lcl|AM181176.4_cds_CAY46389.1_104	321	136.508	718	302.784
lcl|AM181176.4_cds_CAY46390.1_105	309	126.725	391	177.615
lcl|AM181176.4_cds_CAY46391.1_106	321	136.508	485	204.526
lcl|AM181176.4_cds_CAY46392.1_107	186	44.3269	43	55.8426
lcl|AM181176.4_cds_CAY46393.1_108	216	60.7734	3135	2969.54
lcl|AM181176.4_cds_CAY46394.1_109	1494	1294.61	3982	177.063
lcl|AM181176.4_cds_CAY46395.1_110	1437	1237.61	1448	67.3519
lcl|AM181176.4_cds_CAY46396.1_111	321	136.508	278	117.234
lcl|AM181176.4_cds_CAY46397.1_112	1122	922.61	1536	95.8381
lcl|AM181176.4_cds_CAY46398.1_113	900	700.61	200	16.4331
lcl|AM181176.4_cds_CAY46399.1_114	1182	982.61	361	21.1491
lcl|AM181176.4_cds_CAY46400.1_115	1221	1021.61	272	15.3267
lcl|AM181176.4_cds_CAY46401.1_116	1881	1681.61	1290	44.16
lcl|AM181176.4_cds_CAY46402.1_117	459	262.192	87	19.1013
lcl|AM181176.4_cds_CAY46403.1_118	3372	3172.61	450	8.16508
lcl|AM181176.4_cds_CAY46404.1_119	948	748.61	110	8.45867
lcl|AM181176.4_cds_CAY46405.1_120	768	568.63	83	8.40259
lcl|AM181176.4_cds_CAY46406.1_121	699	499.664	403	46.4293
lcl|AM181176.4_cds_CAY46407.1_122	894	694.61	69	5.71838
lcl|AM181176.4_cds_CAY46408.1_123	1032	832.61	68	4.70145
lcl|AM181176.4_cds_CAY46409.1_124	852	652.61	29	2.55805
lcl|AM181176.4_cds_CAY46410.1_125	849	649.61	42	3.72187
lcl|AM181176.4_cds_CAY46411.1_126	627	427.782	247	33.2383
lcl|AM181176.4_cds_CAY46413.1_127	921	721.61	240	19.1458
lcl|AM181176.4_cds_CAY46414.1_128	1536	1336.61	86	3.7039
lcl|AM181176.4_cds_CAY46415.1_129	1059	859.61	47	3.14747
lcl|AM181176.4_cds_CAY46416.1_130	1446	1246.61	123	5.67988
lcl|AM181176.4_cds_CAY46417.1_131	705	505.647	153	17.4184
lcl|AM181176.4_cds_CAY46418.1_132	2169	1969.61	1432	41.8531
lcl|AM181176.4_cds_CAY46419.1_133	1605	1405.61	296	12.1225
lcl|AM181176.4_cds_CAY46420.1_134	255	85.7288	32	21.4876
lcl|AM181176.4_cds_CAY46421.1_135	438	241.929	137	32.5985
lcl|AM181176.4_cds_CAY46422.1_136	2079	1879.61	278	8.51416
lcl|AM181176.4_cds_CAY46423.1_137	210	57.3054	17	17.0773
lcl|AM181176.4_cds_CAY46424.1_138	891	691.61	104	8.6564
lcl|AM181176.4_cds_CAY46425.1_139	1443	1243.61	196	9.07271
lcl|AM181176.4_cds_CAY46426.1_140	654	454.679	56	7.09002
lcl|AM181176.4_cds_CAY46427.1_141	1497	1297.61	3214	142.583
lcl|AM181176.4_cds_CAY46428.1_142	2481	2281.61	236	5.95437
lcl|AM181176.4_cds_CAY46429.1_143	1998	1798.61	116	3.71267
lcl|AM181176.4_cds_CAY46430.1_144	1341	1141.61	79	3.98359
lcl|AM181176.4_cds_CAY46431.1_145	489	291.478	22	4.34492
lcl|AM181176.4_cds_CAY46432.1_146	1725	1525.61	684	25.8094
lcl|AM181176.4_cds_CAY46433.1_147	8202	8002.61	2852	20.5155
lcl|AM181176.4_cds_CAY46434.1_148	690	490.664	226	26.5149
lcl|AM181176.4_cds_CAY46435.1_149	819	619.61	509	47.2895
lcl|AM181176.4_cds_CAY46436.1_150	399	205.406	173	48.484
lcl|AM181176.4_cds_CAY46437.1_151	135	23.4576	32	78.5292
lcl|AM181176.4_cds_CAY46438.1_152	450	253.53	190	43.1409
lcl|AM181176.4_cds_CAY46439.1_153	504	306.187	249	46.8142
lcl|AM181176.4_cds_CAY46440.1_154	528	329.633	263	45.9293
lcl|AM181176.4_cds_CAY46441.1_155	417	222.111	138	35.7663
lcl|AM181176.4_cds_CAY46442.1_156	474	276.733	213	44.3081
lcl|AM181176.4_cds_CAY46443.1_157	291	112.242	149	76.4183
lcl|AM181176.4_cds_CAY46444.1_158	114	18.0481	78	248.788
lcl|AM181176.4_cds_CAY46445.1_159	588	389.024	482	71.324
lcl|AM181176.4_cds_CAY46446.1_160	612	412.838	415	57.8673
lcl|AM181176.4_cds_CAY46447.1_161	582	383.101	801	120.361
lcl|AM181176.4_cds_CAY46448.1_162	681	481.664	2399	286.715
lcl|AM181176.4_cds_CAY46449.1_163	363	172.711	907	302.311
lcl|AM181176.4_cds_CAY46450.1_164	651	451.679	1854	236.289
lcl|AM181176.4_cds_CAY46451.1_165	1656	1456.61	492	19.4441
lcl|AM181176.4_cds_CAY46452.1_166	573	374.202	167	25.6906
lcl|AM181176.4_cds_CAY46453.1_167	594	394.919	110	16.0343
lcl|AM181176.4_cds_CAY46454.1_168	1227	1027.61	352	19.7187
lcl|AM181176.4_cds_CAY46455.1_169	1833	1633.61	548	19.3107
lcl|AM181176.4_cds_CAY46456.1_170	2175	1975.61	513	14.9479
lcl|AM181176.4_cds_CAY46457.1_171	843	643.61	737	65.9189
lcl|AM181176.4_cds_CAY46458.1_172	2889	2689.61	674	14.4257
lcl|AM181176.4_cds_CAY46459.1_173	273	98.71	25	14.5795
lcl|AM181176.4_cds_CAY46460.1_174	285	107.65	35	18.7162
lcl|AM181176.4_cds_CAY46461.1_175	486	288.517	121	24.1423
lcl|AM181176.4_cds_CAY46462.1_176	348	159.499	141	50.8893
lcl|AM181176.4_cds_CAY46463.1_177	1236	1036.61	906	50.3127
lcl|AM181176.4_cds_CAY46464.1_178	1443	1243.61	2010	93.0415
lcl|AM181176.4_cds_CAY46465.1_179	1278	1078.61	1916	102.258
lcl|AM181176.4_cds_CAY46466.1_180	1209	1009.61	218	12.4299
lcl|AM181176.4_cds_CAY46467.1_181	1008	808.61	430	30.6122
lcl|AM181176.4_cds_CAY46468.1_182	1185	985.61	2801	163.596
lcl|AM181176.4_cds_CAY46469.1_183	1989	1789.61	1532	49.2794
lcl|AM181176.4_cds_CAY46470.1_184	183	42.9081	41	55.0059
lcl|AM181176.4_cds_CAY46471.1_185	1011	811.61	164	11.6322
lcl|AM181176.4_cds_CAY46472.1_186	819	619.61	389	36.1407
lcl|AM181176.4_cds_CAY46473.1_187	873	673.61	307	26.2358
lcl|AM181176.4_cds_CAY46474.1_188	981	781.61	548	40.3604
lcl|AM181176.4_cds_CAY46475.1_189	528	329.633	63	11.0021
lcl|AM181176.4_cds_CAY46476.1_190	687	487.664	242	28.5667
lcl|AM181176.4_cds_CAY46477.1_191	411	216.534	145	38.5485
lcl|AM181176.4_cds_CAY46478.1_192	474	276.733	143	29.7467
lcl|AM181176.4_cds_193	366	175.385	93	30.5249
lcl|AM181176.4_cds_CAY46480.1_194	1005	805.61	231	16.5064
lcl|AM181176.4_cds_CAY46481.1_195	1080	880.61	54	3.53
lcl|AM181176.4_cds_CAY46482.1_196	1611	1411.61	98	3.99647
lcl|AM181176.4_cds_CAY46483.1_197	816	616.61	29	2.7074
lcl|AM181176.4_cds_CAY46484.1_198	1593	1393.61	37	1.52836
lcl|AM181176.4_cds_CAY46485.1_199	1002	802.61	40	2.86893
lcl|AM181176.4_cds_CAY46486.1_200	921	721.61	63	5.02577
lcl|AM181176.4_cds_CAY46487.1_201	906	706.61	103	8.39117
lcl|AM181176.4_cds_CAY46488.1_202	1608	1408.61	87	3.55544
lcl|AM181176.4_cds_CAY46489.1_203	945	745.61	44	3.39708
lcl|AM181176.4_cds_CAY46490.1_204	2316	2116.61	44	1.19668
lcl|AM181176.4_cds_CAY46491.1_205	1188	988.61	70	4.07604
lcl|AM181176.4_cds_CAY46492.1_206	867	667.61	174	15.0035
lcl|AM181176.4_cds_CAY46493.1_207	816	616.61	52	4.85465
lcl|AM181176.4_cds_CAY46494.1_208	720	520.63	45	4.97563
lcl|AM181176.4_cds_CAY46495.1_209	402	208.167	51	14.1034
lcl|AM181176.4_cds_CAY46496.1_210	582	383.101	67	10.0676
lcl|AM181176.4_cds_CAY46497.1_211	921	721.61	114	9.09426
lcl|AM181176.4_cds_CAY46498.1_212	783	583.63	1139	112.344
lcl|AM181176.4_cds_213	534	335.567	520	89.2049
lcl|AM181176.4_cds_CAY46500.1_214	294	114.655	273	137.067
lcl|AM181176.4_cds_CAY46501.1_215	273	98.71	366	213.444
lcl|AM181176.4_cds_216	567	368.202	86	13.4455
lcl|AM181176.4_cds_217	390	197.05	26	7.59559
lcl|AM181176.4_cds_218	588	389.024	36	5.3271
lcl|AM181176.4_cds_219	207	55.5624	12	12.4327
lcl|AM181176.4_cds_CAY46506.1_220	666	466.664	60	7.40137
lcl|AM181176.4_cds_CAY46507.1_221	660	460.679	24	2.99901
lcl|AM181176.4_cds_CAY46508.1_222	777	577.63	55	5.48123
lcl|AM181176.4_cds_CAY46509.1_223	855	655.61	63	5.53172
lcl|AM181176.4_cds_CAY46510.1_224	1161	961.61	194	11.6136
lcl|AM181176.4_cds_CAY46511.1_225	1083	883.61	480	31.2713
lcl|AM181176.4_cds_CAY46512.1_226	1071	871.61	259	17.1058
lcl|AM181176.4_cds_CAY46513.1_227	3066	2866.61	562	11.2858
lcl|AM181176.4_cds_CAY46514.1_228	2178	1978.61	170	4.94599
lcl|AM181176.4_cds_CAY46515.1_229	627	427.782	207	27.8556
lcl|AM181176.4_cds_CAY46516.1_230	645	445.709	11	1.42071
lcl|AM181176.4_cds_CAY46517.1_231	1116	916.61	42	2.63773
lcl|AM181176.4_cds_CAY46518.1_232	816	616.61	64	5.97495
lcl|AM181176.4_cds_CAY46519.1_233	1353	1153.61	47	2.34533
lcl|AM181176.4_cds_CAY46520.1_234	1194	994.61	23	1.33119
lcl|AM181176.4_cds_CAY46521.1_235	1242	1042.61	103	5.68696
lcl|AM181176.4_cds_CAY46522.1_236	795	595.63	43	4.15582
lcl|AM181176.4_cds_CAY46523.1_237	747	547.63	652	68.537
lcl|AM181176.4_cds_CAY46524.1_238	666	466.664	654	80.6749
lcl|AM181176.4_cds_CAY46525.1_239	795	595.63	1685	162.85
lcl|AM181176.4_cds_CAY46526.1_240	996	796.61	727	52.5356
lcl|AM181176.4_cds_CAY46527.1_241	957	757.61	108	8.20622
lcl|AM181176.4_cds_CAY46528.1_242	2001	1801.61	1772	56.6197
lcl|AM181176.4_cds_CAY46529.1_243	1356	1156.61	78	3.88215
lcl|AM181176.4_cds_CAY46530.1_244	1038	838.61	1745	119.784
lcl|AM181176.4_cds_CAY46531.1_245	837	637.61	130	11.7369
lcl|AM181176.4_cds_CAY46532.1_246	837	637.61	38	3.43078
lcl|AM181176.4_cds_CAY46533.1_247	780	580.63	67	6.64263
lcl|AM181176.4_cds_CAY46534.1_248	978	778.61	76	5.61899
lcl|AM181176.4_cds_CAY46535.1_249	1584	1384.61	3773	156.864
lcl|AM181176.4_cds_CAY46536.1_250	384	191.607	494	148.416
lcl|AM181176.4_cds_CAY46537.1_251	2325	2125.61	6878	186.27
lcl|AM181176.4_cds_CAY46538.1_252	741	541.63	4230	449.575
lcl|AM181176.4_cds_CAY46539.1_253	1314	1114.61	2089	107.89
lcl|AM181176.4_cds_CAY46540.1_254	906	706.61	423	34.4608
lcl|AM181176.4_cds_CAY46541.1_255	483	285.536	136	27.4184
lcl|AM181176.4_cds_CAY46542.1_256	780	580.63	338	33.5106
lcl|AM181176.4_cds_CAY46543.1_257	408	213.73	622	167.529
lcl|AM181176.4_cds_CAY46544.1_258	804	604.63	2409	229.357
lcl|AM181176.4_cds_CAY46545.1_259	903	703.61	3004	245.772
lcl|AM181176.4_cds_CAY46546.1_260	1542	1342.61	11793	505.638
lcl|AM181176.4_cds_CAY46547.1_261	141	25.5285	35	78.9237
lcl|AM181176.4_cds_CAY46548.1_262	702	502.647	171	19.5838
lcl|AM181176.4_cds_CAY46549.1_263	600	400.919	230	33.0245
lcl|AM181176.4_cds_CAY46550.1_264	171	37.1071	224	347.501
lcl|AM181176.4_cds_CAY46551.1_265	1176	976.61	563	33.1858
lcl|AM181176.4_cds_CAY46552.1_266	1944	1744.61	477	15.7393
lcl|AM181176.4_cds_CAY46553.1_267	855	655.61	175	15.3659
lcl|AM181176.4_cds_CAY46554.1_268	432	236.153	153	37.296
lcl|AM181176.4_cds_CAY46555.1_269	480	282.584	290	59.0766
lcl|AM181176.4_cds_CAY46556.1_270	2349	2149.61	153	4.09729
lcl|AM181176.4_cds_CAY46557.1_271	840	640.61	49	4.40319
lcl|AM181176.4_cds_CAY46558.1_272	888	688.61	283	23.658
lcl|AM181176.4_cds_CAY46559.1_273	441	244.806	406	95.4704
lcl|AM181176.4_cds_CAY46560.1_274	663	463.679	360	44.694
lcl|AM181176.4_cds_CAY46561.1_275	567	368.202	224	35.0208
lcl|AM181176.4_cds_CAY46562.1_276	837	637.61	287	25.9115
lcl|AM181176.4_cds_CAY46563.1_277	456	259.315	191	42.4005
lcl|AM181176.4_cds_CAY46564.1_278	1377	1177.61	413	20.1889
lcl|AM181176.4_cds_CAY46565.1_279	1809	1609.61	644	23.0319
lcl|AM181176.4_cds_CAY46566.1_280	870	670.61	852	73.1366
lcl|AM181176.4_cds_CAY46567.1_281	546	347.442	772	127.909
lcl|AM181176.4_cds_CAY46568.1_282	876	676.61	1629	138.595
lcl|AM181176.4_cds_CAY46569.1_283	1083	883.61	1980	128.994
lcl|AM181176.4_cds_CAY46570.1_284	2910	2710.61	961	20.409
lcl|AM181176.4_cds_CAY46571.1_285	1107	907.61	689	43.7003
lcl|AM181176.4_cds_CAY46572.1_286	258	87.8569	13	8.51789
lcl|AM181176.4_cds_CAY46573.1_287	2088	1888.61	181	5.51698
lcl|AM181176.4_cds_CAY46574.1_288	1302	1102.61	17078	891.62
lcl|AM181176.4_cds_289	393	199.854	114	32.8365
lcl|AM181176.4_cds_CAY46576.1_290	408	213.73	629	169.414
lcl|AM181176.4_cds_CAY46577.1_291	1035	835.61	647	44.5724
lcl|AM181176.4_cds_CAY46578.1_292	2220	2020.61	768	21.8798
lcl|AM181176.4_cds_CAY46579.1_293	2268	2068.61	1036	28.8301
lcl|AM181176.4_cds_CAY46580.1_294	1197	997.61	498	28.7365
lcl|AM181176.4_cds_CAY46581.1_295	3840	3640.61	1854	29.3157
lcl|AM181176.4_cds_CAY46582.1_296	666	466.664	666	82.1552
lcl|AM181176.4_cds_CAY46583.1_297	666	466.664	523	64.5152
lcl|AM181176.4_cds_CAY46584.1_298	1416	1216.61	511	24.1788
lcl|AM181176.4_cds_CAY46585.1_299	1125	925.61	312	19.404
lcl|AM181176.4_cds_CAY46586.1_300	1050	850.61	281	19.0169
lcl|AM181176.4_cds_CAY46587.1_301	1191	991.61	604	35.064
lcl|AM181176.4_cds_CAY46588.1_302	690	490.664	750	87.9918
lcl|AM181176.4_cds_CAY46589.1_303	693	493.664	994	115.91
lcl|AM181176.4_cds_CAY46590.1_304	753	553.63	5324	553.584
lcl|AM181176.4_cds_CAY46592.1_305	774	574.63	1502	150.469
lcl|AM181176.4_cds_CAY46593.1_306	1392	1192.61	1088	52.5165
lcl|AM181176.4_cds_CAY46594.1_307	414	219.312	208	54.5966
lcl|AM181176.4_cds_CAY46595.1_308	954	754.61	98	7.47599
lcl|AM181176.4_cds_CAY46596.1_309	966	766.61	128	9.61171
lcl|AM181176.4_cds_CAY46597.1_310	1593	1393.61	702	28.9975
lcl|AM181176.4_cds_CAY46598.1_311	276	100.861	184	105.017
lcl|AM181176.4_cds_CAY46599.1_312	558	359.299	326	52.2307
lcl|AM181176.4_cds_CAY46600.1_313	273	98.71	503	293.34
lcl|AM181176.4_cds_CAY46601.1_314	1068	868.61	1484	98.3499
lcl|AM181176.4_cds_CAY46602.1_315	2211	2011.61	2850	81.5579
lcl|AM181176.4_cds_CAY46603.1_316	1662	1462.61	2034	80.0548
lcl|AM181176.4_cds_CAY46604.1_317	594	394.919	1872	272.874
lcl|AM181176.4_cds_CAY46605.1_318	639	439.724	1455	190.479
lcl|AM181176.4_cds_CAY46606.1_319	258	87.8569	390	255.537
lcl|AM181176.4_cds_CAY46607.1_320	738	538.63	1838	196.435
lcl|AM181176.4_cds_CAY46608.1_321	771	571.63	1244	125.277
lcl|AM181176.4_cds_CAY46609.1_322	756	556.63	544	56.2597
lcl|AM181176.4_cds_CAY46610.1_323	1593	1393.61	348	14.3748
lcl|AM181176.4_cds_CAY46611.1_324	789	589.63	295	28.801
lcl|AM181176.4_cds_CAY46612.1_325	1317	1117.61	1753	90.2935
lcl|AM181176.4_cds_CAY46613.1_326	1296	1096.61	1298	68.1377
lcl|AM181176.4_cds_CAY46614.1_327	1527	1327.61	4502	195.209
lcl|AM181176.4_cds_CAY46615.1_328	417	222.111	1197	310.234
lcl|AM181176.4_cds_CAY46616.1_329	255	85.7288	771	517.717
lcl|AM181176.4_cds_CAY46617.1_330	480	282.584	4838	985.561
lcl|AM181176.4_cds_CAY46618.1_331	456	259.315	492	109.22
lcl|AM181176.4_cds_CAY46619.1_332	441	244.806	237	55.7303
lcl|AM181176.4_cds_CAY46620.1_333	1437	1237.61	261	12.1401
lcl|AM181176.4_cds_CAY46621.1_334	1086	886.61	160	10.3885
lcl|AM181176.4_cds_CAY46622.1_335	426	230.554	132	32.9583
lcl|AM181176.4_cds_CAY46623.1_336	537	338.533	460	78.2206
lcl|AM181176.4_cds_CAY46624.1_337	237	73.5794	57	44.5947
lcl|AM181176.4_cds_CAY46625.1_338	1407	1207.61	8326	396.894
lcl|AM181176.4_cds_CAY46626.1_339	1455	1255.61	4407	202.047
lcl|AM181176.4_cds_CAY46627.1_340	1821	1621.61	19211	681.975
lcl|AM181176.4_cds_CAY46628.1_341	435	239.009	96	23.1218
lcl|AM181176.4_cds_CAY46629.1_342	2451	2251.61	1296	33.1342
lcl|AM181176.4_cds_CAY46630.1_343	3525	3325.61	983	17.0156
lcl|AM181176.4_cds_CAY46631.1_344	1356	1156.61	452	22.4966
lcl|AM181176.4_cds_CAY46632.1_345	1011	811.61	2634	186.824
lcl|AM181176.4_cds_CAY46633.1_346	255	85.7288	338	226.963
lcl|AM181176.4_cds_CAY46634.1_347	570	371.202	671	104.058
lcl|AM181176.4_cds_CAY46635.1_348	1365	1165.61	220	10.8651
lcl|AM181176.4_cds_CAY46636.1_349	750	550.63	465	48.6136
lcl|AM181176.4_cds_CAY46637.1_350	561	362.275	203	32.2569
lcl|AM181176.4_cds_CAY46638.1_351	1671	1471.61	770	30.1206
lcl|AM181176.4_cds_CAY46639.1_352	1446	1246.61	111	5.12575
lcl|AM181176.4_cds_CAY46640.1_353	966	766.61	81	6.08241
lcl|AM181176.4_cds_CAY46641.1_354	852	652.61	686	60.5111
lcl|AM181176.4_cds_CAY46642.1_355	825	625.61	117	10.7658
lcl|AM181176.4_cds_CAY46643.1_356	1515	1315.61	247	10.8077
lcl|AM181176.4_cds_CAY46644.1_357	1539	1339.61	594	25.5254
lcl|AM181176.4_cds_CAY46645.1_358	1410	1210.61	141	6.70471
lcl|AM181176.4_cds_CAY46646.1_359	1209	1009.61	208	11.8597
lcl|AM181176.4_cds_CAY46647.1_360	801	601.63	173	16.5532
lcl|AM181176.4_cds_CAY46648.1_361	972	772.61	1642	122.343
lcl|AM181176.4_cds_CAY46649.1_362	438	241.929	440	104.696
lcl|AM181176.4_cds_CAY46650.1_363	1677	1477.61	5242	204.222
lcl|AM181176.4_cds_CAY46651.1_364	2571	2371.61	5447	132.214
lcl|AM181176.4_cds_CAY46652.1_365	801	601.63	85	8.13307
lcl|AM181176.4_cds_CAY46653.1_366	804	604.63	3422	325.803
lcl|AM181176.4_cds_CAY46654.1_367	960	760.61	2589	195.945
lcl|AM181176.4_cds_CAY46655.1_368	735	535.63	1609	172.924
lcl|AM181176.4_cds_CAY46656.1_369	1908	1708.61	107	3.605
lcl|AM181176.4_cds_CAY46657.1_370	1917	1717.61	997	33.4145
lcl|AM181176.4_cds_CAY46658.1_371	708	508.647	447	50.589
lcl|AM181176.4_cds_CAY46659.1_372	792	592.63	869	84.4114
